Date,Algorithm_Value,SPY_Value,Historical_SPY_Value,Historical_Algo_Value,Sim_ID
1999-12-15,10820.86,0.00,11596.41,10791.66,5
1999-12-16,10807.38,0.00,11647.63,10886.75,5
1999-12-17,10818.99,0.00,11722.43,10943.75,5
1999-12-20,10830.25,0.00,11637.71,10873.09,5
1999-12-21,10782.25,0.00,11814.86,10832.45,5
1999-12-22,10783.95,0.00,11845.67,11061.51,5
1999-12-23,10773.37,0.00,12034.37,11179.02,5
1999-12-27,10775.37,0.00,12017.68,11274.21,5
1999-12-28,10808.11,0.00,12009.98,11230.37,5
1999-12-29,10826.33,0.00,12061.32,11249.16,5
1999-12-30,10835.75,0.00,12047.20,11315.13,5
1999-12-31,10849.75,0.00,12066.46,11350.17,5
2000-01-03,10887.65,0.00,11948.36,11401.28,5
2000-01-04,10899.13,0.00,11481.11,11075.40,5
2000-01-05,10933.02,0.00,11501.65,10854.23,5
2000-01-06,10977.95,0.00,11316.80,10906.00,5
2000-01-07,10976.59,0.00,11974.04,10920.42,5
2000-01-10,10982.35,0.00,12015.11,11257.70,5
2000-01-11,11024.41,0.00,11871.34,11320.12,5
2000-01-12,11035.39,0.00,11753.24,11232.29,5
2000-01-13,11002.52,0.00,11912.42,11228.94,5
2000-01-14,11012.09,0.00,12074.16,11433.35,5
2000-01-18,10977.78,0.00,11979.17,11368.57,5
2000-01-19,11013.18,0.00,12076.73,11356.14,5
2000-01-20,11012.83,0.00,11891.88,11606.97,5
2000-01-21,11042.42,0.00,11866.21,11551.08,5
2000-01-24,11044.22,0.00,11529.88,11519.85,5
2000-01-25,11008.61,0.00,11660.82,11371.93,5
2000-01-26,11011.88,0.00,11568.40,11384.14,5
2000-01-27,11018.76,0.00,11522.18,11447.55,5
2000-01-28,10998.47,0.00,11162.75,11225.35,5
2000-01-31,11027.84,0.00,11465.70,10993.67,5
2000-02-01,10987.99,0.00,11578.66,11054.12,5
2000-02-02,11008.58,0.00,11588.93,11117.22,5
2000-02-03,11007.82,0.00,11763.51,11146.70,5
2000-02-04,10969.77,0.00,11714.73,11253.83,5
2000-02-07,10960.72,0.00,11696.76,11272.17,5
2000-02-08,11009.83,0.00,11855.94,11388.33,5
2000-02-09,11020.06,0.00,11606.90,11526.04,5
2000-02-10,11025.09,0.00,11630.01,11347.50,5
2000-02-11,11026.69,0.00,11393.82,11346.25,5
2000-02-14,10997.25,0.00,11460.56,11252.47,5
2000-02-15,11032.82,0.00,11590.22,11267.18,5
2000-02-16,11001.32,0.00,11419.49,11286.85,5
2000-02-17,11019.77,0.00,11360.44,11304.27,5
2000-02-18,11000.67,0.00,11116.54,11372.13,5
2000-02-22,10968.99,0.00,11088.30,11172.05,5
2000-02-23,10990.98,0.00,11219.24,11137.65,5
2000-02-24,10970.34,0.00,10993.32,11357.83,5
2000-02-25,10965.18,0.00,10953.52,11362.38,5
